Username,Tweet,Timestamp
@Fouji_Moumita,"I am a warrior , not because I always win but because i always Fight

#VeeraDheeraSooran #KunalKamraControversy #ArrestRheaChakraborty #RC16 #Peddi #Mohanlal #HappyBirthdayRamCharan #RRvsKKR #Empuraan Marine",2025-03-27T06:03:25.000Z
@CinemaAngle," 

#Peddi #RamCharan",2025-03-27T06:20:44.000Z
@CharanCraft,"Combination set Ayipoyindhi Royi 

#RC16 #HBDRamcharan #RamCharanRevolts #RamCharanBDayCelebrations #Nayak4K #PEDDI",2025-03-27T05:53:51.000Z
@PeddiMovieOffl,"From today, it’s not just #RC16 

it’s #PEDDI ",2025-03-27T05:16:52.000Z
@Ravi22941784968,"#HBDRamCharan
#RC16 
#RamCharan 
#Peddi",2025-03-27T05:50:08.000Z
@SidduSiddh90299,#Peddi,2025-03-27T05:33:40.000Z
@BoxOffice_Truth,"The first look of #PEDDI leaves you stunned. It's fascinating & fabulous in equal measure.

One must give it to #RamCharan for always being fearless in choosing divergent roles & genres.

Happy Birthday, Ram Charan. May you achieve more success in the years to come.",2025-03-27T05:28:30.000Z
@always_aslam,"My Edit For #Peddi 
#HappyBirthdayRamCharan #GlobalStarRamCharan #rc16",2025-03-27T05:40:56.000Z
@KapilYadav42981,"RDO & Indian Navy successfully flight-tested the indigenously-developed VLSRSAM from ITR, Chandipur. 

#DRDO #IndianNavy #VLSRSAM #MissileTest #AtmanirbharBharat #MakeInIndia #VeeraDheeraSooran #TataMotors #Peddi #HBDRamCharan #RC16",2025-03-27T05:20:52.000Z
@IamRajkumarpspk,"A FIGHT FOR IDENTITY!! 

#RC16 is #Peddi.
@AlwaysRamCharan
A 
@BuchiBabuSana
 film 
@SukumarWritings
 @MythriOfficial
 #RamCharan #HBDRamCharan",2025-03-27T05:31:40.000Z
@irfanimal3601,#RamCharan𓃵 #RamCharanBDayCelebrations #RamCharanRevolts #RC16 #Peddi,2025-03-27T05:43:12.000Z
@itskarthiktweet,#Rc16 #Peddi,2025-03-27T06:21:17.000Z
@daiya_dwarka,"Ram Charan's fans are celebrating his birthday with excitement and love, as the hashtag #HBDRamcharan trends along with the buzz about his upcoming projects like #RC16 and #Peddi!",2025-03-27T05:14:16.000Z
@jk196303,"Save #Balochistan, stop the genocide. How many more innocent children must suffer before the world takes action? Oppression must end now.
#StopBalochGenocide #FreeBalochistan #HumanRights #Srinagar #Spring #Peddi #CureOfDepression #RC16 #RRvsKKR #SRHvsLSG 
@rihanna
 #ViratKohli",2025-03-27T05:44:00.000Z
@winexch,"The battle for brilliance!  SRH vs LSG, March 27th ONLY! Who will shine the brightest? Don't miss out! #IPLmatch #srh #lsg #srhvslsg #ipl #ipl2025 #BCCI #CSKvsRCB #UPIDown #HBDRamCharan #Peddi",2025-03-27T06:13:10.000Z
@Alluarjuncult83,"Trolls apart..waiting for your mass comeback anna with #Peddi

Happy Birthday Charan anna 

#HBDRamCharan || #RC16",2025-03-27T06:15:19.000Z
@AlwaysAlekhya,"Raw , Rugged and Intensive Look

ikada Okatey Rule adhi Peddi Gadi Rule luuu 

#Peddi #HBDRamCharan #RamCharan𓃵",2025-03-27T05:57:19.000Z
@Blakpanther44,"Inko Jathini denge Industry Hit vachhandi lanjakodakallara
Aagandi atta etta kadu kanikaram lekunda cheelchi cheelchi narukutam okkokka hater ni

Happy Bday Charan Anna
@AlwaysRamCharan
 
#Peddi",2025-03-27T06:14:01.000Z
@NTRNEEL9177,"Wishing the Global Star 
@AlwaysRamCharan
, A very Happy Birthday on behalf of #ManOfMassesNTR 
@tarak9999
 Fans  

Best wishes for #Peddi 

#HBDRamCharan",2025-03-27T05:55:17.000Z
@always__pavan,"3rd time Blood donated 
Happy birthday Anna 
@AlwaysRamCharan
 
#HBDRamCharan
#Peddi #Rc16",2025-03-27T05:36:53.000Z
@Msk_Remo,"Esari kodithe kumbasthalame  anna happy Birthday love you 
#Peddi",2025-03-27T05:45:18.000Z
@Raghava1898,"#HBDRamCharan #RamCharan𓃵 #RC #Peddi #MaheshBabu𓃵 #GlobalStarRamCharan #GlobalStar
@urstrulyMahesh
 wishes 
@AlwaysRamCharan
 via Instagram ",2025-03-27T05:23:17.000Z
@hydbadshah,#Peddi #pushpa,2025-03-27T05:38:11.000Z
@RavirockzNTR,"Wishing Our Ramaraju 
@AlwaysRamCharan
 Anna a Happy Birthday Best Wishes On Behalf Of Bheem 
@tarak9999
 Fans  

All The Best For  #Peddi 

#HBDRamCharan ",2025-03-27T06:04:43.000Z
@OG_Priyanka,"Peddi Mass 

  #RC16 #HBDRamCharan #Peddi",2025-03-27T06:16:26.000Z
@TrendsRohit,"Wishing you a very Happy Birthday Global Star 
@AlwaysRamCharan
 Garu from Hitman 
@ImRo45
 Fans 

Sending our best wishes to 
@AlwaysRamCharan
 and team #Peddi 

#HBDRamCharan",2025-03-27T05:35:34.000Z
@Movies_NTR,"Debba Debba Photo shoot 
#Peddi",2025-03-27T06:15:19.000Z
@manatelugumovie,"Global Star Ram Charan Unveils Gritty New Look for 16th Film Titled PEDDI https://manatelugu.com/global-star-ram-charan-unveils-gritty-new-look-for-16th-film-titled-peddi/… 

#RamCharan #PEDDI #RamCharan16thFilm #RamCharanPEDDI #BuchiBabuSana #JanhviKapoor #ShivaRajkumar #MythriMovieMakers #SouthIndianCinema #TeluguMovies #PanIndiaFilm #PEDDIFirstLook",2025-03-27T05:53:42.000Z
@drishti_raina3,Wow  #RC16 #Peddi,2025-03-27T06:03:38.000Z
@mallavarapu999,"Happy Birthday 
@AlwaysRamCharan
 Garu!  #Peddi ",2025-03-27T05:55:14.000Z
@only_for_RC07,"Chalu Devuda ilanti looks chusthananukoledhu 
Thankyou Thala 
@BuchiBabuSana
 
 #Peddi #HBDRamCharan #RC16",2025-03-27T05:54:00.000Z
@Ravi22941784968,"#HBDRamCharan
#RC16 
#RamCharan 
#Peddi",2025-03-27T05:52:57.000Z
@s_siechojithu,"Egaresi Kodthadu anipisthundhi 
@AlwaysRamCharan
#HBDRamCharan #RamCharan #Peddi",2025-03-27T05:27:15.000Z
@Nagababu_AV,"చిరుత  (చిరు త‌నయుడు) చిట్టిబాబు కి జ‌న్మ‌దిన శుభాకాంక్షలు

#HBDRamCharan #RC16 #Peddi #PawanKalyan",2025-03-27T05:46:23.000Z
@HHaswa16669,"nv andi mari intha gaa vunnav crazy ...

#RamCharanBDayCelebrations #Peddi #BuchiBabuSana",2025-03-27T05:39:20.000Z
@itsmeasok,RC 16 Is #Peddi ,2025-03-27T06:11:10.000Z
@UBasavaRaju1,"#NewProfilePic
#Peddi #RamCharan𓃵",2025-03-27T05:57:41.000Z
@TheCrazyOne_1,"Pushpa chusi peddi teesar
Pushpa chusi peddi teesar Antar enti

Pushpa teesindhe Rangasthalam chusi aithe 

#PEDDI",2025-03-27T06:09:15.000Z
@chandhoo9,"Happy Birthday 
@AlwaysRamCharan
 
#HbdRamCharan #HappyBirthdayRamCharan #Peddi #RamCharanRevolts #RamCharan𓃵",2025-03-27T05:38:20.000Z
@oceanicaffairs,"Largest Wildfire In South Korea’s History: 81,500 Acres Burned, Heritage Lost
#breakingnews #KunalKamraControversy #Peddi #WildfireDisaster #ClimateEmergency #Kolkata #HBDRamCharan #SouthKoreaBurning #Yogi #HistoricFireLoss #RC16 #Trump's25% #Parliament",2025-03-27T05:52:13.000Z
@KattamuriM70306,"#Peddi #RC16 #HBDRamcharan 
Beast is a small word to describe the look of 
@AlwaysRamCharan
 ",2025-03-27T05:28:36.000Z
@PinkvillaSouth,"Chiranjeevi REACTS to Ram Charan’s first look from Peddi; RRR co-star Jr NTR showers birthday love.

#Chiranjeevi #RamCharan #RRR #JrNTR #Peddi #RC16",2025-03-27T05:45:03.000Z
@_smart_boy_17,"Who is Awesome this look?

     #Peddi                          #Pushpa ",2025-03-27T05:18:15.000Z
@Mallik_A1,"Day or night, rain or shine, CRPF soldiers stand guard so the nation stays safe. Salute to their selfless service!  #CRPFHeroes 
#Peddi Riyan Parag #HBDRamCharan #ArrestRheaChakraborty #VeeraDheeraSooran #KunalKamraControversy",2025-03-27T05:13:10.000Z
@MrIndianyou,#Peddi,2025-03-27T05:43:11.000Z
@Gutsy_Man,"Nvu emaina jilla judge va ra...
Ohh prathi di agenda ruddutav 
Edo poster chusi cinema judge chestunav...mundu cinema release daka agu taravta judge chai... #Peddi
#Rc16",2025-03-27T06:18:33.000Z
@rajcherry579,"@AlwaysRamCharan
 
#RamCharan #Magadheera chusi Badrinath #Rangasthalam chusi pushpam thisinolu  Puli ni chusi nAAka vatalu pettikovadam  comments cheyyadam aa matram Bayam vunthadi ley AAthu gallaki 
#Peddi ",2025-03-27T06:12:43.000Z
@pavan84999,"ఒక్క సినిమా మీ స్థాయి ని దిగజార్చదు అయిన ఇలాంటి phase చూడడం మీకు కొత్త కాదు Script selection మంచి గా చేసుకుని ముందుకు వెళ్ళండి మీరు కొడితే ఎలా ఉంటదని చాలా మంది డైరెక్టర్ లకి ప్రొడ్యూసర్ లకి తెలుసు మీ comeback మామూలుగా ఉండకూడదు
#HBDRamcharan 
#RC16 
#Peddi",2025-03-27T05:15:55.000Z
@Aylin7869,"At UN Ambassador Parvathaneni Harish emphasized the need for a strong UN reforms roadmap, ensuring a more effective & representative Security Council. 

#IndiaAtUN #GlobalGovernance #PactForTheFuture #VeeraDheeraSooran #TataMotors #Peddi #HBDRamCharan #RC16",2025-03-27T05:20:08.000Z
@Muzakirali_07,"When he Arrives with a Banger.. It will be Nothing else but Him Everywhere  #Peddi
@AlwaysRamCharan
  #HBDRamCharan #Rc16 #GlobalStarRamCharan",2025-03-27T05:51:01.000Z
@KotlaSai6,"Peddi with silent P

#Peddi",2025-03-27T06:09:07.000Z
@Harsha_offll,"Wishing very Happy birthday Global  star  
@AlwaysRamCharan
 
From mass Maharaj 
@RaviTeja_offl
 fans all the best upcoming projects #peddi 
#Massjathara #Raviteja #NaaAutograph4k 
#HBDRamcharan",2025-03-27T05:34:49.000Z
@Nanivnk1,#peddi ,2025-03-27T05:55:02.000Z
@RavitejaFanArmy,"Happy birthday Global  star  
@AlwaysRamCharan
 
Wishing u all the success   #peddi
From mass Maharaj 
@RaviTeja_offl
 fans all the best upcoming projects 
#Massjathara #Raviteja #NaaAutograph4k 
#HBDRamcharan",2025-03-27T05:31:24.000Z
@RaghuVa32435451,#Peddi ,2025-03-27T06:17:36.000Z
@LoneWarriorME,"""Ghattam Yedhainaa, Pathra Yedhaina.. Nenu Ready."" with Balupu 
                             
  - 
@AlwaysRamCharan
  

#RC16 #RamCharan #Peddi",2025-03-27T05:37:26.000Z
@Madhu__Prabhas,"Global Star 
@AlwaysRamCharan
 garu a very happy birthday and a successful year ahead on behalf of Rebelstar #Prabhas fans 
#Peddi First look is a blast!! All the best for this one and future projects 
#HBDRamCharan",2025-03-27T05:53:42.000Z
@thiyaga664,"Every year, every era—you just keep hitting different n out of the park
Happy Birthday dear 
@AlwaysRamCharan
 garu 

Best wishes to brother #BuchiBabuSanan the entire Team #Rc16update #Peddi",2025-03-27T06:15:23.000Z
@143BjDK4,"@AlwaysRamCharan
 
#HBDRamcharan 
#HBDGlobalStarRamCharan 
#RamCharan𓃵
#RC16
#Peddi ",2025-03-27T06:10:28.000Z
@ImShivaKonakala,"Wishing a very Happy Birthday to the powerhouse of talent, global star 
@AlwaysRamCharan
 anna!  From your debut to today, you’ve made us proud with your sensational blockbusters. Here’s to many more successes ahead! Keep rocking, anna! #HBDRamCharan #PEDDI #JaiCHARAN",2025-03-27T05:57:32.000Z
@CapitalConcept_,"Strong Breakout Candidate!  
#PTC   

1- Basing Pattern Breakout  
2- New Impulse  

 𝑲𝒊𝒏𝒅𝒍𝒚 𝑭𝒐𝒍𝒍𝒐𝒘! 𝑱𝒐𝒊𝒏 𝑴𝒚 𝑭𝒓𝒆𝒆 𝑬𝒙𝒄𝒍𝒖𝒔𝒊𝒗𝒆 𝑻𝒆𝒍𝒆𝒈𝒓𝒂𝒎 𝑪𝒉𝒂𝒏𝒏𝒆𝒍.  
#Peddi #CureOfDepression #HBDRamCharan #StockMarketIndia #DonaldTrump",2025-03-27T06:09:00.000Z
@Advent27SBT,Kevvvvvvv bolthe public  #Rc16 #Peddi #buchhibabusana #ARRahman,2025-03-27T05:51:22.000Z
@Sharu_Nagour,"Ram Charan the PERFORMER on duty 
happy birthday global star  
#PEDDI
Here's Without WaterMark 
#RC16 #RC17 
#HBDRamCharan",2025-03-27T06:23:49.000Z
@LittleChamp771,"Clash over father catching son giving money to stage dancer:
#SalmanKhan𓃵
#india
#viralvideo 
#FailedStatePakistan 
#stepdownasimmunir
#Balochistan 
#Baloch 
#Peddi
#HBDRamCharan",2025-03-27T05:11:46.000Z
@nagaswamygoud,"𝐀 𝐌𝐀𝐍 𝐎𝐅 𝐓𝐇𝐄 𝐋𝐀𝐍𝐃, 𝐀 𝐅𝐎𝐑𝐂𝐄 𝐎𝐅 𝐓𝐇𝐄 𝐍𝐀𝐓𝐔𝐑𝐄 

#RC16 is #PEDDI 

Happy Birthday Global Star 
@AlwaysRamCharan
 Babu

#HBDRamCharan
#RamCharanRevolts",2025-03-27T05:16:05.000Z
@MMTollywood,#Peddi #RamCharan,2025-03-27T06:11:56.000Z
@group_achi2296," NEET-UG 2025: One Exam, Endless Possibilities in Medicine!   ##RRvsKKR CureOfDepression 
#NEET2025 #MedicalAspirants #NEETUG #DoctorDreams #AchieversGroup #StudyHard #Success #VeeraDheeraSooran #Peddi #CureOfDepression  #RRvsKKR",2025-03-27T05:30:16.000Z
@redcarpetplay,"#Peddi
#RamCharan",2025-03-27T06:08:01.000Z
@GaniCharan1,"ఆడి కంట్లో భయం లేదు
ఒంట్లో బెదురు లేదు
దెబ్బకు తిరుగులేదు 
      
@AlwaysRamCharan
A 
@BuchiBabuSana
 film
#Peddi
#RC16",2025-03-27T05:23:33.000Z
@jayapluschannel,"‘பெடி’ படத்தின் ஃபர்ஸ்ட் லுக் போஸ்டரை வெளியிட்டு நடிகர் ராம் சரணுக்கு பிறந்தநாள் வாழ்த்து தெரிவித்த படக்குழு!

#RC16 #PEDDI #RamCharan #ARRahman #JayaPlus",2025-03-27T05:23:22.000Z
@ramcharanfan789,"It's #Peddi  jai Charan 
#HBDRamCharan 
#RC16",2025-03-27T05:24:36.000Z
@Chakrispartan07,"#RC16 is #Peddi

RC look and makeover too good asala‍

Gatti comeback ivvalanna 
@AlwaysRamCharan
 

#RamCharan𓃵

#",2025-03-27T05:58:48.000Z
@TelugucinemasIn,#Peddi  పెద్ది ఫస్ట్ లుక్ పోస్టర్స్ చేస్తుంటే పుష్ప రంగస్థలం పోస్టర్స్ లుక్స్ గుర్తు వస్తున్నాయి మరి మీకు కూడా అలానే అనిపిస్తోందా?,2025-03-27T05:23:21.000Z
@Michael_Arya_,"Telugu lo - పెద్ది
Kannada lo - ದೊಡ್ಡಿ
#RC16 #Peddi",2025-03-27T05:52:25.000Z
@Hindu_Manoj012,"जब तक तुम जाति के नाम से आरक्षण लोगे तब तक जात पात की करो विदाई वाला मजाकिया चुटकुला किसी और महापुरुष को सुनाना 

हम कट्टर हिंदुओं के ऊपर ये सब मजाकिया चुटकुले लागू नहीं होते  

#Peddi",2025-03-27T05:52:11.000Z
@venkyy_rc,#HBDRamCharan #Peddi,2025-03-27T05:14:44.000Z
@anasansari3459,"Happy Birthday, GLOBAL STAR 
@AlwaysRamCharan
 Gaaru. 

#HappyBirthdayRamCharan
#HBDRamCharan
#RC16 #RC17 #Peddi #RRR #RamCharan𓃵 #SalmanKhan",2025-03-27T06:23:45.000Z
@tv27newsupdate,"JK: कठुआ में आतंकियों से मुठभेड़ में 2 सुरक्षाकर्मी जख्मी, गोलीबारी जारी
#jammukashmir #terrrorist #gunfiring #latestnews 
.
.
.
#VeeraDheeraSooran #AvengersDoomsday #KunalKamraControversy #Empuraan #RiyanParag #RC16 #Peddi",2025-03-27T06:10:39.000Z
@itsnarujaat,"Bro can eat 100 Pushpa Rajs only for Breakfast

What a look

#RC16 #Peddi",2025-03-27T05:38:27.000Z
@sk_tweets___,"#HBDRamCharan
#Peddi 
#rc16
#RamCharan𓃵",2025-03-27T05:53:32.000Z
@prashanthg2025,"Happy Birthday to our Global Star 
@AlwaysRamCharan
! 

Here’s to another year of inspiring performances and incredible achievements!
#HBDRamCharan 
#HappyBirthdayRamCharan #Ramcharan #Peddi #RC16",2025-03-27T05:20:10.000Z
@Chotu_Rc18,#Peddi Tho Jaathini Minguthunnam,2025-03-27T05:38:16.000Z
@CharanjeeviFan_,"Official Handle Launch chesi Glimpse Update Dimpu thammudu

#PEDDI #HBDRamCharan",2025-03-27T05:47:01.000Z
@TeluguFilmibeat,రామ్ చరణ్ కొత్త సినిమా ‘పెద్ది’ ఫస్ట్ లుక్ ఎలా ఉంది..? #RamCharan #Peddi #RC16 #HBDRamCharan #HappyBirthdayRamCharan #RamCharan #Filmibeattelugu,2025-03-27T06:24:59.000Z
@Durgaprasadsnv,"Happy Birthday to Amazing person 
@AlwaysRamCharan
 

#RC16 #Peddi",2025-03-27T06:05:55.000Z
@AlwaysAjayAjju7,"𝐀 𝐌𝐀𝐍 𝐎𝐅 𝐓𝐇𝐄 𝐋𝐀𝐍𝐃, 𝐀 𝐅𝐎𝐑𝐂𝐄 𝐎𝐅 𝐓𝐇𝐄 𝐍𝐀𝐓𝐔𝐑𝐄 

#RC16 is #PEDDI 

Happy Birthday Global Star 
@AlwaysRamCharan
 
#TeamRamCharan
#HBDRamCharan
#RamCharanRevolts",2025-03-27T05:27:20.000Z
@YenumulaYuvan,"""Two sides of fire  — one burns for justice, the other for destruction. 
#Rc16
#Peddi
#RamCharan𓃵
#Ramcharan
#HBDRamCharan",2025-03-27T06:23:36.000Z
@NareshMali1008,#Peddi ,2025-03-27T06:03:28.000Z
@GhatakCommando,"""हमसे क्या भूल हुई कि सरकार ने हमारी पुरानी पेंशन बंद कर दी "" 

#OPSFORCAPF #RC16 #CSKvsRCB #Empuraan #KunalKamraControversy #VeeraDheeraSooran #CureOfDepression #Peddi #TejRan #Peddi #HBDRamCharan #WorldTheatreDay ChatGPT #RRvsKKR",2025-03-27T05:54:47.000Z
@MB_Inferno,"Happy Birthday 
@AlwaysRamCharan
Anna & sending lots of Best wishes for #Peddi 
#HBDRamCharan",2025-03-27T06:04:39.000Z
@Politikos_ET,"HBD Ram Charan Sandeep Reddy Vanga Heaps Praises On Peddi First Look Poster…
#politikosvinodam
#ramcharan
#sandeepreddyvanga
#tollywood
#entertainment 
#peddi",2025-03-27T05:37:33.000Z
@GaneshGowda0,"Reyy aagu 

 Na pinned tweet chudu 

#RC16 #PEDDI #Peddi
#HBDRamCharan",2025-03-27T05:28:31.000Z
@RC_fans_kadapa,#Peddi x #SRH ,2025-03-27T06:19:34.000Z
@SuryaPr67395216,"Wishing dearest 
@AlwaysRamCharan
 garu a very Happy Birthday! 

Your #PEDDI look is absolutely intense!  Keep surprising us with your incredible performances and making us proud, Global Star! 
#HBDRamCharan",2025-03-27T05:26:54.000Z
@g_a_n_i__,"HAPPY BIRTHDAY Little Bossuuuu.. Mr.Box-office uuuuuuuu "" Cherry "" / 
@AlwaysRamCharan
 
#HappyBirthdayRamCharan 
#HBDRamCharan 
#RC16 #Peddi #Nayak4K",2025-03-27T05:39:00.000Z
@nottarak,"Chiru-Charan 
#RC16 #Peddi #RamCharan𓃵",2025-03-27T05:26:25.000Z
@clintEastwoooa1,"Light 1 side ye shining ga undi another side dark ga undhii 

I guess mass & class  multishades lo character undabothondi annamaata 

#Peddi #Rc16 #RamCharan𓃵 #HBDRamCharan",2025-03-27T05:33:06.000Z
@cinecorndotcom,"#RamCharan Strikes Back & How

Its Been 3 Hours Since The 1st Look Of #RamCharan's #Peddi Under #BuchibabuSana's Direction Has Been Released On The Eve Of His Birthday.

Looks Like The Powerful 1st Look Striked A Chord Across All Sections Of People & Areas, And In No Time It Has",2025-03-27T06:00:01.000Z
@praneeeeee,"HBD #RAMCHARAN

#RC16 #Peddi",2025-03-27T05:49:52.000Z
@babuvetriveeran,"நாயகன் ராம் சரணின் பிறந்தநாளை முன்னிட்டு, ‘பெட்டி’ படத்தின் ஃபர்ஸ்ட் லுக் போஸ்டரை வெளியிட்டுள்ளது படக்குழு

இயக்குனர் புச்சி பாபு இயக்கும் இத்திரைப்படத்திற்கு  ""ஏ.ஆர்.ரஹ்மான்"" இசையமைக்கிறார்!

#RC16
#PEDDI
#RamCharan
#ARRahman",2025-03-27T05:16:50.000Z
@nottarak,"Prabhas As Peddi 
#Prabhas #RamCharan𓃵 #Peddi",2025-03-27T05:28:42.000Z
