Username,Tweet,Timestamp
@khaitan48,"बिल्कुल सही! हर चैंपियन की यात्रा एक शुरुआत से होती है, और उनकी सफलता के पीछे असफलताओं से सीखने, हर चुनौती को अवसर में बदलने की जिद और हार न मानने की मानसिकता होती है! #ChampionsTrophy2025 #INDvsNZ",2025-03-10T04:38:44.000Z
@vaitheek,"Two unpopular opinions: 1. Is Varun really such a super bowler? Most of the mystery to me is why batters play him so poorly. 2. Will 
@BCCI
 play colour blind again and appoint Rohit the red ball captain for 5 England tests because he won white ball #ChampionsTrophy2025?",2025-03-10T04:32:38.000Z
@Arjunrawathindu,"Cricket lover  
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #RohitSharma𓃵 #comedyvideo",2025-03-10T04:28:34.000Z
@Ritik_Sanatani,"Sidhu Paaji is unstoppable! 
Joy spreads across India! 
#ChampionsTrophy2025",2025-03-10T04:42:59.000Z
@DrEternal0,"To be honest, the intensity of cricket in Dubai was way better than those matches held in Pakistan. Dubai pitches were like giving full effort to score even a single run. A treat to watch for cricket fans.
#ChampionsTrophy2025 #ChampionsTrophy #indvsnzfinal #ChampionsTrophyFinal",2025-03-10T04:27:24.000Z
@ddnews_guwahati,"#DDNGuwahati #News সুদীৰ্ঘ ১২ বছৰীয়া উৎকণ্ঠাৰ অন্ত পেলাই চেম্পিয়নছ ট্ৰফীৰ খিতাপ দখল টীম ইণ্ডিয়াৰ।
@ICC
 
@BCCI
 
#TeamIndia | #Victory | #ChampionsTrophyFinal | #INDvNZ | #ChampionsTrophy2025 | #ViratKohli | #RohitSharma 
#ddnewsassamese",2025-03-10T04:33:53.000Z
@AmitSha77704222,भारत की जीत में उत्साहित भारतीय युवाओं की रैली पर इंदौर मध्यप्रदेश में #Ramadan    के महीने में जामा मस्जिद के पास भारत की जीत से दुःखी रोजेदारों ने हमला कर दिया। समझ नहीं आ रहा इनको किस बात की खुन्नस आई?#ChampionsTrophy2025,2025-03-10T04:37:56.000Z
@JogchndPravin,"देश की प्रथम महिला शिक्षिका सावित्रीबाई फुले जी की पुण्यतिथि पर उन्हें सादर नमन।

#SavitriBaiPhule
#ChampionsTrophy2025 #sstvi",2025-03-10T04:34:35.000Z
@jaihind241,"Congratulations Team India on a special win! Have been dominant throughout and by far the best team in the competition!   
@imVkohli
 @ImRo45
 #ChampionsTrophy2025 
@ShubmanGill
 @ImRaina
 @iSunilTaneja
 @cricketaakash",2025-03-10T04:41:04.000Z
@BusinessKaBhai,"भारतीय टीम को ऐतिहासिक विजय की ढेर सारी शुभकामनाएं 

#ChampionsTrophy2025 #indvsnzfinal #IndiaWins",2025-03-10T04:41:07.000Z
@ABPNews,"#WATCH | 'भारत की जीत पर बहुत खुश हूं, रोहित दुनिया के बेहतरीन बल्लेबाज' abp न्यूज़ से बोले रोहित शर्मा के कोच दिनेश लाड

http://abplive.com/live-tv
@romanaisarkhan
 @MrityunjayNews
#DineshLad #RohitSharma #INDvsNZ #TeamIndia #ChampionsTrophy2025",2025-03-10T04:33:32.000Z
@CricBrunch,"Dinesh Kartik on Rohit Sharma intent 

#ChampionsTrophy2025",2025-03-10T04:38:53.000Z
@NeerajRoyKumar,#ChampionsTrophy2025,2025-03-10T04:32:16.000Z
@Nilesh Bunkar,Rohit Sharma & Virat Kohli. The Greatest Duo. #RoKo #ChampionsTrophy2025 #viralreel #indvsnzfinal #RohitSharma𓃵 #cricketlovers #ViratKohli𓃵  #KLRahul #viralvideo #HardikPandya #Cricket #ChampionsTrophyFinal,2025-03-10T04:26:33.000Z
@RahulChauhan329,"Ek Gujarati Sab pe Bhari

But Yaha to 4-4
@hardikpandya7
 @akshar2026
 @imjadeja
  and Hamare 
@JayShah
 



#ChampionsTrophy2025 #iccchampionstrophy2025 #ICCChampionsTrophy 

Proud of GUJJUs",2025-03-10T04:33:35.000Z
@itsRudro27,"Rohit Sharma—calm, tactical, and unstoppable!  His fearless captaincy & solid batting made all the difference in #ChampionsTrophy2025. A leader who led from the front and delivered when it mattered most!  #CaptainRohit #Hitman #TeamIndia",2025-03-10T04:26:29.000Z
karunesh kumar@,"#ChampionsTrophy2025 Congratulations team INDIA  
#indvsnzfinal #ChampionsTrophyFinal #iccchampionstrophy2025",2025-03-10T04:40:52.000Z
@neelam_121,"कितना प्यारा वीडियो है। मोहम्मद शमी की माँ के पैर छूकर आशीर्वाद लिया विराट कोहली ने 
असली हिंदुस्तान तो ये ही है यार.. लड़ाई झगड़ा नफ़रत सब धर्म के नाम पर बकवास बातें भूल जाओ और ख़ुश रहो देशवासियों।
 #ChampionsTrophy2025  #iccchampionstrophy2025",2025-03-10T04:27:03.000Z
@cricxnews140982,"KKR EDIT FOR THE KING. 
#ChampionsTrophy2025 #ViratKohli𓃵",2025-03-10T04:36:38.000Z
@NNB9999,"Looking like Kl rahul still got stuck at cwc 23 like me
Move on rahul 
Be expressive atleast about winning #ChampionsTrophy2025",2025-03-10T04:28:03.000Z
@Saurabh74796928,"What is coast of Virat Kohli s 1 run.
#ChampionsTrophy2025",2025-03-10T04:38:54.000Z
@airnews_Chennai,"𝗖. 𝗛. 𝗔. 𝗠. 𝗣. 𝗜. 𝗢. 𝗡. 𝗦!  

#ChampionsTrophy2025 ||

சாம்பியன்ஸ் கோப்பை கிரிக்கெட் போட்டியில் #India 4 விக்கெட் வித்தியாசத்தில் #NewZealand-ஐ வீழ்த்தி கோப்பையை வென்றது.

#ChampionsTrophyFinal | #INDvsNZ  | #Finals | #iccchampionstrophy2025 
@ICC
 | 
@BCCI",2025-03-10T04:27:02.000Z
@IndiaNewsUP_UK,"BREAKING: Champions Trophy Final 2025 में टीम इंडिया की जीत के बाद अभिनेता सोनू सूद ने सभी खिलाड़ियों को दी बधाई 
#indvsnzfinal #INDvsNZ #ChampionsTrophy #ChampionsTrophy2025 #ChampionsTrophyFinal #RohitSharma𓃵 #ViratKohli𓃵 Congratulations Team India 
@SonuSood
 @imVkohli
 @ImRo45",2025-03-10T04:43:46.000Z
@RajanPaswan26,"हम सोच रहे थे चहल भाई बहुत गहरे डिप्रेशन में होंगे लेकिन भाई पहले से ज्यादा खुश नजर आरहा है।
#ChampionsTrophy2025",2025-03-10T04:34:58.000Z
@pallavimedia,"India wins ICC Champions Trophy 2025 

#BCCI 
#ChampionsTrophy2025 
#RohitSharma𓃵",2025-03-10T04:33:58.000Z
@Only4MySidNaaz,"It feels Surreal that we belongs to this generation
Now we hv stories to tell abt our best CAPTAINS
CHAMPIONS ONCE AGAIN
#ChampionsTrophy2025 #India",2025-03-10T04:40:05.000Z
@air2seaofficial, Champions know that every victory deserves a celebration! Why not mark yours with an unforgettable cruise?  From epic matches to epic voyages—Sea2Air has you covered! #Sea2Air #ChampionsTrophy2025,2025-03-10T04:26:37.000Z
@Subs10387656261,#indvsnzfinal #PKMKBForever #ChampionsTrophy2025 #StupidMoment  #MondayMotivation  #RohitSharma #टीमइंडिया #ChampionsTrophy #ChampionsTrophyFinal Is it possible that she is another gold digger??,2025-03-10T04:31:01.000Z
@jodhpurwale,"भारत चैंपियन ट्रॉफी जीतने के बाद अफ़ग़ानिस्तान में जश्न मनाया गया !
हिन्दू,अफगानी भाई भाई   
 #महादेवशिव #RohitSharma #StopAurangzeb #PKMKBForever #PKMKB #ChampionsTrophy2025 #StupidMoment #Dhanashree #INDvsNZ #MondayMotivation #भारतीयक्रिकेटटीम #RohitSharma #टीमइंडिया",2025-03-10T04:40:53.000Z
@shailendrasy12,"जिसे पा नहीं सकते उसे देख कर
खुश होना भी एक मोहब्बत है  

#ChampionsTrophy2025 #INDvsNZ",2025-03-10T04:28:05.000Z
@Srk_Lovely_Assu,Champions    #ChampionsTrophy2025 #ChampionsTrophy #India #CricketFinal,2025-03-10T04:43:48.000Z
@VikashJ13660845,"WINNER DON'T QUIT UNTIL THEY WIN

#ChampionsTrophy2025",2025-03-10T04:25:32.000Z
@prince_uidesign,Rohit Sharma – the ultimate trophy collector!  A legend in the making!  #ChampionsTrophy2025 #RohitSharma𓃵,2025-03-10T04:38:47.000Z
@TheresourcefulN,"These वि-रो के वीर are unstoppable! Congratulations, Team India, on clinching the Champions Trophy title!

#ChampionsTrophy2025 #INDvsNZ #Resourceful #India 

PS: 
@ICC",2025-03-10T04:34:19.000Z
@Mogambo_KhushHuwa,"#ChampionsTrophy2025
#INDvsNZ
#ChampionsTrophy 
#ChampionsTrophyFinal 
#INDvsNZ 

#RohitSharma𓃵  waiting for those who were talking about his retirement.....",2025-03-10T04:30:43.000Z
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:31:13.000Z
@pawanbhatia83,Lol...Get your facts checked... 2009 CHAMPIONS TROPHY hosted by South Africa where all their matches were at Centurion. Still they couldn't make it to the finals. #ChampionsTrophy2025,2025-03-10T04:32:21.000Z
@AnkitSa29063287,"ऐतिहासिक जीत पर टीम इंडिया को बहुत-बहुत बधाई
#हार्दिक_शुभकामनाएं_________________

#ChampionsTrophy2025",2025-03-10T04:27:05.000Z
@shahinawab_,"Srilanka Masters Vs England Masters 

Player run Upul Tharanga Total run 27 YES @ 1.86

#Legendary #ChampionsTrophy2025 #indvsnzfinal #bettingpicks",2025-03-10T04:35:32.000Z
@ParthVa53135321,"aree itna woh laga tha ye  jeetne me kaise bhul gaye rohit bhai
#TeamIndia #ChampionsTrophy2025 #RohitSharma𓃵",2025-03-10T04:30:42.000Z
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:31:00.000Z
@BhaskarPG,"Yesterday, one country was playing to win. A neighbouring country, the ‘host’ was praying that the other country would lose. The first country had been built on millennia of civilizational ethos. The other was built on hate, separatism & lust for power. #ChampionsTrophy2025",2025-03-10T04:43:00.000Z
@dev8354,"#आँखों_देखा_भगवान
#ChampionsTrophy2025
संत गरीबदास जी ने कहा है
सर्व कला सतगुरु साहेब की, हरि आए हरियाणे नूँ। 
सन् 1727 में सर्व शक्तिमान परमेश्वर कबीर जी जिंदा महात्मा रूप में सतलोक से आकर संत गरीबदास जी को गांव छुड़ानी, जिला झज्जर हरियाणा में मिले थे।
Sant Garibdas Ji Maharaj",2025-03-10T04:40:35.000Z
@meeku_03,"Pure Emotion 
#RoKo #ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:39:22.000Z
@Akhil_Ak_Garg,"India wins the #ChampionsTrophy2025
Oh Captain My Captain
Thankyou #RohitSharma𓃵 
@ImRo45
 @BCCI",2025-03-10T04:29:20.000Z
@SadashivLad4,"#ChampionsTrophy2025
#सत_भक्ति_संदेश",2025-03-10T04:36:20.000Z
@twinklingtina,"Blessing the timeline with Kashi Vishwanath Swamy’s darshan.

Har Har Mahadev 
#HarHarMahadev 
Thank you Bhagwanji 

#ChampionsTrophy2025 #INDvsNZ #ChampionsTrophyFinal",2025-03-10T04:42:29.000Z
@Atrangi_humors,#ChampionsTrophy2025   scenes right from afganistan after India win .,2025-03-10T04:37:31.000Z
@mysportswiz,"Two GOATs, two iconic moments, one legacy!  Messi & Kohli—rewriting history in style!   

http://sportswiz.live 

#LegendsOnly #GameChangers #HitmanEra #CaptainRohit #ChampionsTrophy2025 #INDvsNZ #RohitSharma #भारतीयक्रिकेटटीम #NewZealand #भारतीयटीम #रोहितशर्मा",2025-03-10T04:39:12.000Z
@VikashJ13660845,"THE FIVE ICC TROPHIES FOR VIRAT KOHLI 

#ChampionsTrophy2025",2025-03-10T04:34:38.000Z
@CBNewsN,"#TeamIndia VS #TeamSalaar 

#Prabhas #ViratKohli #ChampionsTrophy2025",2025-03-10T04:36:57.000Z
@SubhamYada87717,कैप्शन दीजिए..#ChampionsTrophy2025,2025-03-10T04:41:40.000Z
@jodhpurwale,"भारत के शत्रुओं और आततायियों की कब्रों को खोद कर सूअरों को खिला दिया जाए।
.
.
#ChampionsTrophy2025 #महादेवशिव #RohitSharma #StopAurangzeb #PKMKBForever #PKMKB #ChampionsTrophy2025 #StupidMoment #Dhanashree #INDvsNZ #MondayMotivation #भारतीयक्रिकेटटीम #RohitSharma #टीमइंडिया",2025-03-10T04:34:18.000Z
@Kuldeepsharmap,"""भारतीय टीम को बधाई, सभी खिलाड़ियों ने हर भारतीय को गौरवान्वित कर दिया है""

◆ कांग्रेस सांसद राहुल गांधी ने कहा 
@RahulGandhi
 | #ChampionsTrophy2025 | #INDvsNZ | भारतीय क्रिकेट टीम | टीम इंडिया | New Zealand",2025-03-10T04:29:19.000Z
@IamSinghaniya,"Header Updated 
Hummmmm Jeeeettttttt Gyeeeeee
#ChampionsTrophy2025",2025-03-10T04:35:55.000Z
@bhatia_g,"Society stuck with this cancer.

#ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:43:20.000Z
@TulsiCr45,"हरे कृष्ण हरे कृष्ण कृष्ण कृष्ण हरे हरे 
#MondayMotivaton #ChampionsTrophy2025 #RohitSharma #IndianCricketTeam #TeamIndia #INDvNZ #ViratKohli𓃵",2025-03-10T04:27:48.000Z
@PratikaRawal64,Congratulations to Team India on a well-deserved and dominant champions trophy victory ! Going undefeated all the way is no small feat.  #ChampionsTrophy2025 #indiancricket #India ,2025-03-10T04:25:54.000Z
@Gshashanksharma,". 
@RishabhPant17
 consent tiskunnava ah pilla daggara ?? 
@Chinmayi
 Please address this issue. 

#indvsnzfinal #ChampionsTrophy2025",2025-03-10T04:40:33.000Z
@ihirenjoshi1111,"Amalaki Ekadashi 
 
 As the Amla tree blossoms, may your life blossom with good health and prosperity. Happy #Amalakiekadasi ! 

#AmalakiEkadashi #EkadashiVrat #VishnuDevotee #FastingTradition #VedicTradition #India #hirenjoshi #ChampionsTrophy2025 #ChampionsTrophy #حساب_المواطن",2025-03-10T04:42:59.000Z
@MyYogiSarkar,"आईसीसी चैम्पियंस ट्राफी 2025 में शानदार प्रदर्शन करते हुए भारतीय क्रिकेट टीम के विजेता बनने पर हार्दिक बधाई

#ChampionsTrophy2025",2025-03-10T04:39:20.000Z
@DiwakerVerma1,"Wallpaper update...
#ChampionsTrophy2025 
#iccchampionstrophy2025 
#ViratKohli𓃵 
#TeamIndia",2025-03-10T04:26:14.000Z
@rajivojha9,"बुरा न मानो होली है, खाली कंगलों की झोली है
#ChampionsTrophy2025",2025-03-10T04:41:44.000Z
@Thevoiceinspire,"भारत की इस जीत में आपको सबसे ज्यादा किस खिलाड़ी की परफॉर्मेंस पसंद आई? कमेंट में बताइए!  #INDvsNZ #CricketLovers #RohitSharma𓃵
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:41:16.000Z
@astroraj,"इस वर्ष 
होलिकोत्सव से पहले विजयोत्सव...
We are the Champions!  The nation celebrates remarkable success.
अस्माकं देशे बहवः उत्सवा: भवन्ति।
#ChampionsTrophy2025",2025-03-10T04:33:23.000Z
@upen9999,"Are we in India or Pakistan? 

Police in Karimnagar stopped celebrations of India’s victory citing communal reasons Seriously?

Since when did celebrating our nation’s win become a communal issue? Is this India or has it turned into Pakistan?

#IndiaWon #ChampionsTrophy2025",2025-03-10T04:32:57.000Z
@Mr_player_18,"RO-KO  
@imVkohli
 @ImRo45
 

#ViratKohli𓃵 #RohitSharma𓃵 
#ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:39:35.000Z
@indiatvnews,"विराट कोहली ने छुए मोहम्मद शमी की मां के पैर, आपका दिल जीत लेगा ये वायरल VIDEO 

#ViratKohli #MohammedShami #ChampionsTrophy2025",2025-03-10T04:33:56.000Z
@Jaipal_singh___,"Abhi Or jeetega Me rukega Nhi 

Captain Rohit Sharma on his future plans : (Jo chal raha hai woh chalega) 

#INDvsNZ  | #RohitSharma | #ChampionsTrophy2025",2025-03-10T04:35:53.000Z
@sports_tak,"'I was just wishing that if India had won this in Lahore': Jadeja says winning Champions Trophy 2025 final on Pakistan soil 'would've been better'
#ChampionsTrophy2025 #indvsnzfinal",2025-03-10T04:42:45.000Z
@baba_yaar_,"Ky beautiful beautiful subah aj lg rhi h‍
#ChampionsTrophy2025",2025-03-10T04:35:54.000Z
@NTVJustIn,"అమరావతి: ఛాంపియన్స్‌ ట్రోఫీ గెలుచుకున్న భారత జట్టుకు ఏపీ అసెంబ్లీ అభినందనలు.. ఛాంపియన్స్‌ ట్రోఫీ గెలవడం ఇది మూడోసారి.. టీమిండియా కెప్టెన్.. టీం సభ్యులకు అసెంబ్లీ తరపున అభినందనలు-స్పీకర్ అయ్యన్నపాత్రుడు.

#AndhraPradesh #APAssembly #ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:31:20.000Z
@ChulbulBhaiya14,"I am waiting for your N **des 
@itanyachaudhari
 
Team India won #ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:43:53.000Z
@iTrip3263__,"Wow !! A Majestic Welcome for #TeamIndia at The Taj Dubai! 

#ChampionsTrophy2025 #sstvi #LYKN
#INDvsNZ #indvsnzfinal",2025-03-10T04:29:35.000Z
@Dhanush27236392,Thank you! Thank you for saying this… I was thinking how to articulate my utter total indifference to the win yesterday… It’s hard to respect celebs and sport people when you know they’re actually cowards and bigots. #ChampionsTrophy2025,2025-03-10T04:32:13.000Z
@Dexterousarni,"So, bursting crackers for a movie release is fine, but celebrating India's cricket victory is a crime? Telangana police, tell us—should we apply for a permission slip before feeling happy?  #ChampionsTrophy2025 #LetUsCelebrate
@BJP4india1980
 @BJP4Telangana",2025-03-10T04:38:19.000Z
@vikalp_tomar_25,"World champion again! 
#indvsnzfinal #ChampionsTrophy2025",2025-03-10T04:42:01.000Z
@anupjoshi100,"Champions once again! 

What a phenomenal journey by Team India!  From dominance in the group stage to absolute brilliance in the finals — they truly deserve this trophy. 

Proud moment for every Indian! Jai Hind!  #ChampionsTrophy2025 #TeamIndia #Cricket",2025-03-10T04:32:36.000Z
@Santanu_100,"Is that you Pakistani  
@drshamamohd
 ?

#ChampionsTrophy2025 #ChampionsTrophy #indvsnzfinal",2025-03-10T04:42:03.000Z
@Khaleesi99999,"सही कहा 3% ब्राह्मणों मे ज्यादा मेरिट है बाकी 97% गैर ब्राह्मण हिंदूओ से.
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #indvsnzfinal #indvsnz",2025-03-10T04:26:13.000Z
@Nidi1Nb,"GD MNG MY 𝕏  FRIENDS 
#sstvi  #BBMzansiumililo  #ChampionsTrophy  #ChampionsTrophy2025  #SUGA",2025-03-10T04:38:37.000Z
@offl_naan,"After Match Reactions ~
#ChampionsTrophy2025 
#ChampionsTrophy 
#RohitSharma𓃵 
#ViratKohli𓃵 
#MSDhoni𓃵",2025-03-10T04:29:35.000Z
@aajtak,"चैंपियंस ट्रॉफी फाइनल में रोहित की चैंपियन वाली पारी!
रोहित ने बल्ले से दिया सेहत का जवाब!
आलोचना करने वालों को रोहित का करारा जवाब!
#ChampionsTrophy2025 #ATVideo #RohitSharma #INDvNZ",2025-03-10T04:35:32.000Z
@nature_activist,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:32:13.000Z
@_FaridKhan,Rohit Sharma cutting cake and celebrating Team India’s title win in Dubai  #ChampionsTrophy2025,2025-03-10T04:28:59.000Z
@Republic_Bharat,"किसी के घर में मचा हल्ला तो किसी ने बीच में रोकी शूटिंग... बॉलीवुड स्टार्स ने ऐसे मनाया टीम इंडिया की जीत का जश्न

#bollywood #amitabhbachchan #ayushmannkhurrana #aliabhatt #ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #indvsnz",2025-03-10T04:35:54.000Z
@sid_sarcasticas,"Well played, New Zealand! 
The Blackcaps fought hard and made this a thrilling contest. Special mention to Santner & Rachin—top performances!  Congrats to Rachin Ravindra for Player of the Tournament!  #WellPlayed #Respect #SpiritOfCricket #ChampionsTrophy2025 #NZvIND",2025-03-10T04:34:15.000Z
@Santanu_100,"India's  ICC Trophy 7 

Pakistan+England+South Africa's = ICC Trophy 7 

This Is The Reason Why Pakistan, England & South Africa Crying     & Blaming  India

#ChampionsTrophy #ChampionsTrophy2025 #indvsnzfinal #INDvsNZ #IndiaWins",2025-03-10T04:26:37.000Z
@sk_kiran16, #ChampionsTrophy2025,2025-03-10T04:33:09.000Z
@LalitSh01359449,"Congratulations Team India 
@ImRo45
 
 #ChampionsTrophy2025",2025-03-10T04:25:28.000Z
@vish_990,This was Champions Trophy version back in those days. India won back to back World tournaments in Eng (83) and Aus (85). #ChampionsTrophy2025 #WorldChampionship,2025-03-10T04:33:29.000Z
@AnilDud35272252,"After India win  

In india - पटाखे फूटे 
In pak - टीवी टूटे        

#ChampionsTrophy2025 #RohitSharma #RohitSharma𓃵 #ViratKohli𓃵 #ViratKohli #HardikPandya #KLRahul #TeamIndia #iccchampionstrophy2025 
 
@TheRealPCB
 ",2025-03-10T04:30:41.000Z
@BansalNewsMPCG,"Champions Trophy जीतने के बाद टीम इंडिया का हुआ जोरदार स्वागत, अर्शदीप ने किया भांगड़ा; Video

#ChampionsTrophy2025 #TeamIndia #ViralVideo #ViratKohli #RohitSharma",2025-03-10T04:30:24.000Z
@SuryaSamacharIN,"चैंपियंस ट्रॉफी के फाइनल में चहल के साथ दिखी मिस्ट्री गर्ल का पुराना वीडियो वायरल
.
.
.
.
.
 #chahal #indvsnz #championstrophy2025 #rjmahvash #yuzvendrachahal #viralvideo #trending",2025-03-10T04:30:42.000Z
@TharkiDogesh,"Most IPL Trophies 
Most ICC Trophies 

Captain, Leader, Goat 

#ChampionsTrophy2025 
#ChampionsTrophy 
#RohitSharma𓃵",2025-03-10T04:42:23.000Z
@rajumandallife,"#ChampionsTrophy2025 
#ChampionsTrophy 
#indvsnzfinal 
#indiawin",2025-03-10T04:30:59.000Z
